condition,drug_name,review_count,average_rating,total_useful_count,positive_reviews,mixed_reviews,negative_reviews,positive_rate,quality_flags
postmenopausal symptoms,premphase,2,7.50,11,1,1,0,0.500,patient_reported_not_prescribing_guidance
postmenopausal symptoms,divigel,2,5.50,56,1,0,1,0.500,patient_reported_not_prescribing_guidance
postmenopausal symptoms,femtrace,1,10.00,24,1,0,0,1.000,patient_reported_not_prescribing_guidance
postmenopausal symptoms,premarin vaginal,1,10.00,8,1,0,0,1.000,patient_reported_not_prescribing_guidance
postmenopausal symptoms,brisdelle,1,7.00,9,0,1,0,0.000,patient_reported_not_prescribing_guidance
postmenopausal symptoms,mimvey,1,1.00,0,0,0,1,0.000,patient_reported_not_prescribing_guidance
postoperative ocular inflammation,prednisolone,4,2.00,59,0,0,4,0.000,patient_reported_not_prescribing_guidance
postoperative ocular inflammation,ketorolac,2,9.50,2,2,0,0,1.000,patient_reported_not_prescribing_guidance
postoperative ocular inflammation,difluprednate,2,8.00,43,1,1,0,0.500,patient_reported_not_prescribing_guidance
postoperative ocular inflammation,durezol,2,8.00,43,1,1,0,0.500,patient_reported_not_prescribing_guidance
postoperative ocular inflammation,lotemax,2,8.00,40,1,1,0,0.500,patient_reported_not_prescribing_guidance
postoperative ocular inflammation,loteprednol,2,8.00,40,1,1,0,0.500,patient_reported_not_prescribing_guidance
postoperative ocular inflammation,nepafenac,2,4.00,12,0,1,1,0.000,patient_reported_not_prescribing_guidance
postoperative ocular inflammation,acuvail,1,9.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
postoperative ocular inflammation,dexamethasone tobramycin,1,8.00,10,1,0,0,1.000,patient_reported_not_prescribing_guidance
postoperative ocular inflammation,tobradex,1,8.00,10,1,0,0,1.000,patient_reported_not_prescribing_guidance
postoperative ocular inflammation,nevanac,1,7.00,5,0,1,0,0.000,patient_reported_not_prescribing_guidance
postoperative ocular inflammation,bromfenac,1,5.00,12,0,1,0,0.000,patient_reported_not_prescribing_guidance
postoperative ocular inflammation,diclofenac,1,5.00,2,0,1,0,0.000,patient_reported_not_prescribing_guidance
postoperative ocular inflammation,prolensa,1,5.00,12,0,1,0,0.000,patient_reported_not_prescribing_guidance
postoperative ocular inflammation,ilevro,1,1.00,7,0,0,1,0.000,patient_reported_not_prescribing_guidance
postoperative pain,ketorolac,19,7.53,268,14,1,4,0.737,patient_reported_not_prescribing_guidance
postoperative pain,toradol,12,6.25,237,7,1,4,0.583,patient_reported_not_prescribing_guidance
postoperative pain,fentanyl,4,6.00,29,1,2,1,0.250,patient_reported_not_prescribing_guidance
postoperative pain,toradol iv im,2,9.00,15,2,0,0,1.000,patient_reported_not_prescribing_guidance
postoperative pain,bupivacaine,2,7.50,4,1,1,0,0.500,patient_reported_not_prescribing_guidance
postoperative pain,duragesic,1,7.00,10,0,1,0,0.000,patient_reported_not_prescribing_guidance
postoperative pain,sublimaze,1,7.00,13,0,1,0,0.000,patient_reported_not_prescribing_guidance
postpartum breast pain,testosterone,1,10.00,2,1,0,0,1.000,patient_reported_not_prescribing_guidance
postpartum depression,sertraline,18,8.11,410,14,2,2,0.778,patient_reported_not_prescribing_guidance
postpartum depression,citalopram,18,6.94,404,9,5,4,0.500,patient_reported_not_prescribing_guidance
postpartum depression,zoloft,16,8.06,409,13,1,2,0.812,patient_reported_not_prescribing_guidance
postpartum depression,venlafaxine,15,7.07,164,9,2,4,0.600,patient_reported_not_prescribing_guidance
postpartum depression,effexor xr,11,8.18,132,8,2,1,0.727,patient_reported_not_prescribing_guidance
postpartum depression,celexa,11,7.09,332,7,1,3,0.636,patient_reported_not_prescribing_guidance
postpartum depression,paroxetine,6,6.83,96,4,0,2,0.667,patient_reported_not_prescribing_guidance
postpartum depression,paxil,6,6.83,96,4,0,2,0.667,patient_reported_not_prescribing_guidance
postpartum depression,effexor,2,2.50,20,0,0,2,0.000,patient_reported_not_prescribing_guidance
postpartum depression,fluoxetine,1,10.00,5,1,0,0,1.000,patient_reported_not_prescribing_guidance
postural orthostatic tachycardia syndrome,midodrine,7,7.00,168,5,0,2,0.714,patient_reported_not_prescribing_guidance
postural orthostatic tachycardia syndrome,fludrocortisone,6,7.00,59,2,3,1,0.333,patient_reported_not_prescribing_guidance
postural orthostatic tachycardia syndrome,proamatine,4,7.25,106,3,0,1,0.750,patient_reported_not_prescribing_guidance
postural orthostatic tachycardia syndrome,florinef,3,7.33,41,1,2,0,0.333,patient_reported_not_prescribing_guidance
postural orthostatic tachycardia syndrome,bupropion,2,8.50,33,2,0,0,1.000,patient_reported_not_prescribing_guidance
postural orthostatic tachycardia syndrome,florinef acetate,1,10.00,13,1,0,0,1.000,patient_reported_not_prescribing_guidance
postural orthostatic tachycardia syndrome,orvaten,1,9.00,27,1,0,0,1.000,patient_reported_not_prescribing_guidance
postural orthostatic tachycardia syndrome,methylphenidate,1,8.00,5,1,0,0,1.000,patient_reported_not_prescribing_guidance
pre-exposure prophylaxis,emtricitabine tenofovir,2,8.50,32,2,0,0,1.000,patient_reported_not_prescribing_guidance
pre-exposure prophylaxis,truvada,2,8.50,32,2,0,0,1.000,patient_reported_not_prescribing_guidance
precocious puberty,leuprolide,14,6.64,282,7,3,4,0.500,patient_reported_not_prescribing_guidance
precocious puberty,lupron depot-ped,13,6.46,280,6,3,4,0.462,patient_reported_not_prescribing_guidance
precocious puberty,histrelin,2,5.50,20,1,0,1,0.500,patient_reported_not_prescribing_guidance
precocious puberty,supprelin la,2,5.50,20,1,0,1,0.500,patient_reported_not_prescribing_guidance
premature ejaculation,clomipramine,1,8.00,5,1,0,0,1.000,patient_reported_not_prescribing_guidance
premature lab,hydroxyprogesterone,43,7.09,409,28,3,12,0.651,patient_reported_not_prescribing_guidance
premature lab,makena,43,7.09,409,28,3,12,0.651,patient_reported_not_prescribing_guidance
premature lab,progesterone,4,6.75,46,2,1,1,0.500,patient_reported_not_prescribing_guidance
premature lab,terbutaline,4,4.00,6,0,2,2,0.000,patient_reported_not_prescribing_guidance
premature lab,prometrium,3,8.00,44,2,1,0,0.667,patient_reported_not_prescribing_guidance
premature lab,nifedipine,3,5.33,16,1,1,1,0.333,patient_reported_not_prescribing_guidance
premature lab,brethine,1,7.00,5,0,1,0,0.000,patient_reported_not_prescribing_guidance
premature ventricular depolarizations,metoprolol,6,7.33,198,4,1,1,0.667,patient_reported_not_prescribing_guidance
premature ventricular depolarizations,bisoprolol,1,9.00,56,1,0,0,1.000,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,drospirenone ethinyl estradiol,72,7.22,1375,47,9,16,0.653,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,fluoxetine,67,8.63,2940,57,5,5,0.851,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,yaz,46,7.78,1109,33,5,8,0.717,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,sertraline,36,8.67,1603,31,2,3,0.861,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,zoloft,30,8.53,1575,25,2,3,0.833,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,sarafem,17,8.65,980,15,0,2,0.882,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,citalopram,13,9.23,401,12,1,0,0.923,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,gianvi,13,7.23,119,9,2,2,0.692,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,drospirenone ethinyl estradiol levomefolate calcium,11,7.64,177,7,2,2,0.636,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,beyaz,10,7.90,177,7,1,2,0.700,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,prozac,10,7.60,616,8,0,2,0.800,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,escitalopram,7,9.29,297,7,0,0,1.000,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,yasmin,6,6.67,120,3,1,2,0.500,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,paroxetine,3,9.33,41,3,0,0,1.000,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,bupropion,3,8.67,41,3,0,0,1.000,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,loryna,3,1.00,11,0,0,3,0.000,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,celexa,2,9.50,148,2,0,0,1.000,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,lexapro,2,9.50,176,2,0,0,1.000,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,evening primrose oil,1,10.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,tryptophan,1,10.00,8,1,0,0,1.000,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,effexor,1,9.00,36,1,0,0,1.000,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,paxil cr,1,9.00,21,1,0,0,1.000,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,venlafaxine,1,9.00,36,1,0,0,1.000,patient_reported_not_prescribing_guidance
premenstrual dysphoric disorde,ocella,1,7.00,11,0,1,0,0.000,patient_reported_not_prescribing_guidance
premenstrual syndrome,ethinyl estradiol levonorgestrel,11,3.73,18,3,0,8,0.273,patient_reported_not_prescribing_guidance
premenstrual syndrome,loseasonique,3,4.33,13,1,0,2,0.333,patient_reported_not_prescribing_guidance
premenstrual syndrome,chateal,1,3.00,1,0,0,1,0.000,patient_reported_not_prescribing_guidance
prevention of atherothrombotic events,brilinta,2,6.00,2,1,0,1,0.500,patient_reported_not_prescribing_guidance
prevention of atherothrombotic events,ticagrelor,2,6.00,2,1,0,1,0.500,patient_reported_not_prescribing_guidance
prevention of bladder infection,nitrofurantoin,35,7.06,1094,23,1,11,0.657,patient_reported_not_prescribing_guidance
prevention of bladder infection,macrobid,9,5.89,389,5,0,4,0.556,patient_reported_not_prescribing_guidance
prevention of bladder infection,macrodantin,7,7.00,318,4,1,2,0.571,patient_reported_not_prescribing_guidance
prevention of bladder infection,methenamine,6,9.67,260,6,0,0,1.000,patient_reported_not_prescribing_guidance
prevention of bladder infection,sulfamethoxazole trimethoprim,3,4.67,50,1,0,2,0.333,patient_reported_not_prescribing_guidance
prevention of bladder infection,mandelamine,2,9.50,88,2,0,0,1.000,patient_reported_not_prescribing_guidance
prevention of bladder infection,bactrim,2,5.50,46,1,0,1,0.500,patient_reported_not_prescribing_guidance
prevention of bladder infection,hiprex,1,9.00,120,1,0,0,1.000,patient_reported_not_prescribing_guidance
prevention of bladder infection,bactrim ds,1,3.00,4,0,0,1,0.000,patient_reported_not_prescribing_guidance
prevention of cardiovascular disease,crestor,2,6.00,40,1,0,1,0.500,patient_reported_not_prescribing_guidance
prevention of cardiovascular disease,rosuvastatin,2,6.00,40,1,0,1,0.500,patient_reported_not_prescribing_guidance
prevention of cardiovascular disease,atorvastatin,2,1.00,86,0,0,2,0.000,patient_reported_not_prescribing_guidance
prevention of cardiovascular disease,telmisartan,1,6.00,19,0,1,0,0.000,patient_reported_not_prescribing_guidance
prevention of cardiovascular disease,lipitor,1,1.00,71,0,0,1,0.000,patient_reported_not_prescribing_guidance
prevention of dental caries,fluoride,7,7.29,40,5,0,2,0.714,patient_reported_not_prescribing_guidance
prevention of dental caries,clinpro 5000,1,10.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
prevention of dental caries,prevident 5000 plus,1,1.00,17,0,0,1,0.000,patient_reported_not_prescribing_guidance
prevention of dental caries,pro-den rx,1,1.00,0,0,0,1,0.000,patient_reported_not_prescribing_guidance
prevention of hypokalemia,potassium chloride,3,6.67,21,1,1,1,0.333,patient_reported_not_prescribing_guidance
prevention of hypokalemia,klor-con,1,7.00,9,0,1,0,0.000,patient_reported_not_prescribing_guidance
prevention of osteoporosis,alendronate,9,2.44,507,1,0,8,0.111,patient_reported_not_prescribing_guidance
prevention of osteoporosis,ibandronate,3,4.67,129,1,0,2,0.333,patient_reported_not_prescribing_guidance
prevention of osteoporosis,risedronate,3,1.67,25,0,0,3,0.000,patient_reported_not_prescribing_guidance
prevention of osteoporosis,raloxifene,2,4.00,31,0,1,1,0.000,patient_reported_not_prescribing_guidance
prevention of osteoporosis,boniva,2,2.00,126,0,0,2,0.000,patient_reported_not_prescribing_guidance
prevention of osteoporosis,fosamax,2,1.00,251,0,0,2,0.000,patient_reported_not_prescribing_guidance
prevention of osteoporosis,reclast,1,7.00,2,0,1,0,0.000,patient_reported_not_prescribing_guidance
prevention of osteoporosis,zoledronic acid,1,7.00,2,0,1,0,0.000,patient_reported_not_prescribing_guidance
prevention of osteoporosis,evista,1,1.00,30,0,0,1,0.000,patient_reported_not_prescribing_guidance
prevention of perinatal group b streptococcal disease,clindamycin,1,9.00,8,1,0,0,1.000,patient_reported_not_prescribing_guidance
prevention of thromboembolism in atrial fibrillation,dabigatran,50,7.12,2207,28,15,7,0.560,patient_reported_not_prescribing_guidance
prevention of thromboembolism in atrial fibrillation,pradaxa,48,7.10,2204,27,14,7,0.562,patient_reported_not_prescribing_guidance
prevention of thromboembolism in atrial fibrillation,apixaban,29,6.10,1317,14,5,10,0.483,patient_reported_not_prescribing_guidance
prevention of thromboembolism in atrial fibrillation,eliquis,26,6.19,1287,13,4,9,0.500,patient_reported_not_prescribing_guidance
prevention of thromboembolism in atrial fibrillation,coumadin,2,10.00,165,2,0,0,1.000,patient_reported_not_prescribing_guidance
prevention of thromboembolism in atrial fibrillation,warfarin,2,10.00,165,2,0,0,1.000,patient_reported_not_prescribing_guidance
prevention of thromboembolism in atrial fibrillation,xarelto,2,3.00,178,0,1,1,0.000,patient_reported_not_prescribing_guidance
prevention of thromboembolism in atrial fibrillation,rivaroxaban,1,5.00,15,0,1,0,0.000,patient_reported_not_prescribing_guidance
primary hyperaldosteronism,spironolactone,5,9.40,191,5,0,0,1.000,patient_reported_not_prescribing_guidance
primary hyperaldosteronism,aldactone,1,9.00,46,1,0,0,1.000,patient_reported_not_prescribing_guidance
primary hyperaldosteronism diagnosis,spironolactone,1,10.00,7,1,0,0,1.000,patient_reported_not_prescribing_guidance
primary immunodeficiency syndrome,immune globulin subcutaneous,15,6.93,119,9,3,3,0.600,patient_reported_not_prescribing_guidance
primary immunodeficiency syndrome,hizentra,10,6.20,102,5,2,3,0.500,patient_reported_not_prescribing_guidance
primary immunodeficiency syndrome,vivaglobin,3,9.33,13,3,0,0,1.000,patient_reported_not_prescribing_guidance
primary immunodeficiency syndrome,gamunex,1,10.00,18,1,0,0,1.000,patient_reported_not_prescribing_guidance
primary immunodeficiency syndrome,immune globulin intravenous,1,10.00,18,1,0,0,1.000,patient_reported_not_prescribing_guidance
primary immunodeficiency syndrome,cuvitru,1,9.00,4,1,0,0,1.000,patient_reported_not_prescribing_guidance
primary nocturnal enuresis,desmopressin,4,9.50,121,4,0,0,1.000,patient_reported_not_prescribing_guidance
primary nocturnal enuresis,ddavp,1,10.00,84,1,0,0,1.000,patient_reported_not_prescribing_guidance
primary ovarian failure,estradiol,6,8.00,108,4,2,0,0.667,patient_reported_not_prescribing_guidance
primary ovarian failure,vivelle-dot,3,9.33,69,3,0,0,1.000,patient_reported_not_prescribing_guidance
primary ovarian failure,conjugated estrogens,3,7.33,98,1,2,0,0.333,patient_reported_not_prescribing_guidance
primary ovarian failure,premarin,3,7.33,98,1,2,0,0.333,patient_reported_not_prescribing_guidance
primary ovarian failure,estradiol patch,1,8.00,25,1,0,0,1.000,patient_reported_not_prescribing_guidance
primary ovarian failure,estrace,1,7.00,14,0,1,0,0.000,patient_reported_not_prescribing_guidance
progesterone insufficiency,progesterone,12,7.17,286,8,2,2,0.667,patient_reported_not_prescribing_guidance
progesterone insufficiency,prometrium,5,8.60,193,4,1,0,0.800,patient_reported_not_prescribing_guidance
prostate cance,leuprolide,44,6.68,2467,27,5,12,0.614,patient_reported_not_prescribing_guidance
prostate cance,lupron,30,6.87,2129,20,3,7,0.667,patient_reported_not_prescribing_guidance
prostate cance,bicalutamide,6,7.50,396,4,1,1,0.667,patient_reported_not_prescribing_guidance
prostate cance,eligard,6,7.00,125,3,2,1,0.500,patient_reported_not_prescribing_guidance
prostate cance,abiraterone,5,10.00,157,5,0,0,1.000,patient_reported_not_prescribing_guidance
prostate cance,zytiga,5,10.00,157,5,0,0,1.000,patient_reported_not_prescribing_guidance
prostate cance,lupron depot,5,6.40,201,3,0,2,0.600,patient_reported_not_prescribing_guidance
prostate cance,degarelix,4,9.25,196,3,1,0,0.750,patient_reported_not_prescribing_guidance
prostate cance,firmagon,4,9.25,196,3,1,0,0.750,patient_reported_not_prescribing_guidance
prostate cance,casodex,4,7.00,342,3,0,1,0.750,patient_reported_not_prescribing_guidance
prostate cance,triptorelin,4,5.75,41,2,1,1,0.500,patient_reported_not_prescribing_guidance
prostate cance,sipuleucel-t,4,5.25,52,1,2,1,0.250,patient_reported_not_prescribing_guidance
prostate cance,goserelin,3,9.33,123,3,0,0,1.000,patient_reported_not_prescribing_guidance
prostate cance,zoladex,3,9.33,123,3,0,0,1.000,patient_reported_not_prescribing_guidance
prostate cance,provenge,3,6.67,52,1,2,0,0.333,patient_reported_not_prescribing_guidance
prostate cance,trelstar,3,5.00,19,1,1,1,0.333,patient_reported_not_prescribing_guidance
prostate cance,enzalutamide,2,1.00,14,0,0,2,0.000,patient_reported_not_prescribing_guidance
prostate cance,xtandi,2,1.00,14,0,0,2,0.000,patient_reported_not_prescribing_guidance
prostate cance,trelstar la,1,8.00,22,1,0,0,1.000,patient_reported_not_prescribing_guidance
prostatitis,ciprofloxacin,26,4.23,340,5,6,15,0.192,patient_reported_not_prescribing_guidance
prostatitis,sulfamethoxazole trimethoprim,11,4.82,63,3,4,4,0.273,patient_reported_not_prescribing_guidance
prostatitis,cipro,10,5.10,233,3,2,5,0.300,patient_reported_not_prescribing_guidance
prostatitis,levofloxacin,7,4.86,126,3,1,3,0.429,patient_reported_not_prescribing_guidance
prostatitis,levaquin,6,5.50,126,3,1,2,0.500,patient_reported_not_prescribing_guidance
prostatitis,doxycycline,4,7.00,49,1,3,0,0.250,patient_reported_not_prescribing_guidance
prostatitis,bactrim ds,4,5.50,22,2,1,1,0.500,patient_reported_not_prescribing_guidance
prostatitis,avelox,3,7.00,194,2,0,1,0.667,patient_reported_not_prescribing_guidance
prostatitis,moxifloxacin,3,7.00,194,2,0,1,0.667,patient_reported_not_prescribing_guidance
prostatitis,smz-tmp ds,3,7.00,20,1,2,0,0.333,patient_reported_not_prescribing_guidance
prostatitis,doxy 100,1,10.00,5,1,0,0,1.000,patient_reported_not_prescribing_guidance
prostatitis,ditropan xl,1,8.00,24,1,0,0,1.000,patient_reported_not_prescribing_guidance
prostatitis,oxybutynin,1,8.00,24,1,0,0,1.000,patient_reported_not_prescribing_guidance
prostatitis,bactrim,1,1.00,3,0,0,1,0.000,patient_reported_not_prescribing_guidance
prostatitis,septra ds,1,1.00,8,0,0,1,0.000,patient_reported_not_prescribing_guidance
"prosthetic heart valves, mechanical valves - thrombosis prophylaxis",warfarin,1,10.00,15,1,0,0,1.000,patient_reported_not_prescribing_guidance
pruritus,hydroxyzine,18,7.22,481,10,6,2,0.556,patient_reported_not_prescribing_guidance
pruritus,atarax,4,8.00,204,2,2,0,0.500,patient_reported_not_prescribing_guidance
pruritus,pramoxine,3,10.00,7,3,0,0,1.000,patient_reported_not_prescribing_guidance
pruritus,gabapentin,3,7.33,38,2,0,1,0.667,patient_reported_not_prescribing_guidance
pruritus,sarna sensitive,2,10.00,7,2,0,0,1.000,patient_reported_not_prescribing_guidance
pruritus,benzocaine,2,9.00,9,2,0,0,1.000,patient_reported_not_prescribing_guidance
pruritus,calamine,2,9.00,67,2,0,0,1.000,patient_reported_not_prescribing_guidance
pruritus,lanacane,2,9.00,9,2,0,0,1.000,patient_reported_not_prescribing_guidance
pruritus,hydrocortisone,2,7.50,9,1,1,0,0.500,patient_reported_not_prescribing_guidance
pruritus,cortizone-10,1,10.00,9,1,0,0,1.000,patient_reported_not_prescribing_guidance
pruritus,diphenhydramine hydrocortisone,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
pruritus,hc-derma-pax,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
pruritus,crotamiton,1,9.00,2,1,0,0,1.000,patient_reported_not_prescribing_guidance
pruritus,doxepin,1,9.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
pruritus,eurax,1,9.00,2,1,0,0,1.000,patient_reported_not_prescribing_guidance
pruritus of partial biliary obstruction,cholestyramine,1,10.00,20,1,0,0,1.000,patient_reported_not_prescribing_guidance
pseudobulbar affect,dextromethorphan quinidine,11,9.00,512,10,1,0,0.909,patient_reported_not_prescribing_guidance
pseudobulbar affect,nuedexta,11,9.00,512,10,1,0,0.909,patient_reported_not_prescribing_guidance
"pseudogout, prophylaxis",colchicine,1,10.00,7,1,0,0,1.000,patient_reported_not_prescribing_guidance
pseudomembranous colitis,metronidazole,2,9.00,6,2,0,0,1.000,patient_reported_not_prescribing_guidance
pseudotumor cerebri,acetazolamide,57,6.74,917,32,10,15,0.561,patient_reported_not_prescribing_guidance
pseudotumor cerebri,diamox,23,7.13,627,14,5,4,0.609,patient_reported_not_prescribing_guidance
pseudotumor cerebri,diamox sequels,3,8.33,45,2,1,0,0.667,patient_reported_not_prescribing_guidance
psoriasis,stelara,82,8.61,2775,70,6,6,0.854,patient_reported_not_prescribing_guidance
psoriasis,ustekinumab,82,8.61,2775,70,6,6,0.854,patient_reported_not_prescribing_guidance
psoriasis,adalimumab,72,7.81,2092,52,9,11,0.722,patient_reported_not_prescribing_guidance
psoriasis,humira,71,7.77,2091,51,9,11,0.718,patient_reported_not_prescribing_guidance
psoriasis,methotrexate,58,8.10,2900,45,7,6,0.776,patient_reported_not_prescribing_guidance
psoriasis,clobetasol,36,9.08,856,30,5,1,0.833,patient_reported_not_prescribing_guidance
psoriasis,betamethasone calcipotriene,33,7.27,344,22,4,7,0.667,patient_reported_not_prescribing_guidance
psoriasis,taclonex,26,7.58,335,18,3,5,0.692,patient_reported_not_prescribing_guidance
psoriasis,etanercept,20,7.95,237,15,2,3,0.750,patient_reported_not_prescribing_guidance
psoriasis,clobex,19,8.74,595,15,3,1,0.789,patient_reported_not_prescribing_guidance
psoriasis,enbrel,19,7.84,234,14,2,3,0.737,patient_reported_not_prescribing_guidance
psoriasis,mometasone,12,9.33,338,12,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,fluocinonide,11,7.82,182,8,1,2,0.727,patient_reported_not_prescribing_guidance
psoriasis,calcipotriene,10,7.40,227,7,1,2,0.700,patient_reported_not_prescribing_guidance
psoriasis,elocon,9,9.56,307,9,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,coal tar,9,8.67,111,8,0,1,0.889,patient_reported_not_prescribing_guidance
psoriasis,acitretin,9,7.89,302,7,1,1,0.778,patient_reported_not_prescribing_guidance
psoriasis,dovonex,8,7.12,215,5,1,2,0.625,patient_reported_not_prescribing_guidance
psoriasis,halobetasol,7,8.57,52,6,1,0,0.857,patient_reported_not_prescribing_guidance
psoriasis,soriatane,6,8.67,259,5,1,0,0.833,patient_reported_not_prescribing_guidance
psoriasis,triamcinolone,6,8.33,55,5,0,1,0.833,patient_reported_not_prescribing_guidance
psoriasis,psoriasin,6,8.17,86,5,0,1,0.833,patient_reported_not_prescribing_guidance
psoriasis,olux,5,9.60,65,5,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,desoximetasone,4,9.00,48,4,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,flurandrenolide,3,10.00,33,3,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,cyclosporine,3,9.67,90,3,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,topicort,3,9.33,45,3,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,desonide,3,9.00,85,3,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,lidex,3,6.67,96,2,0,1,0.667,patient_reported_not_prescribing_guidance
psoriasis,cordran tape,2,10.00,29,2,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,prednisone,2,10.00,18,2,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,temovate,2,10.00,33,2,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,calcitriol,2,9.00,8,2,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,vectical,2,9.00,8,2,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,enstilar,2,4.50,5,1,0,1,0.500,patient_reported_not_prescribing_guidance
psoriasis,alefacept,1,10.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,amevive,1,10.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,ammonium lactate halobetasol,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,hydrocortisone,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,infliximab,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,kenalog,1,10.00,6,1,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,neoral,1,10.00,70,1,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,scytera,1,10.00,7,1,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,coal tar salicylic acid sulfur,1,9.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,kenalog-40,1,9.00,10,1,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,mg217 medicated tar,1,9.00,7,1,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,taclonex scalp,1,9.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,tazarotene,1,9.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,tazorac,1,9.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,ultravate,1,9.00,2,1,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,alclometasone,1,8.00,13,1,0,0,1.000,patient_reported_not_prescribing_guidance
psoriasis,desowen,1,8.00,49,1,0,0,1.000,patient_reported_not_prescribing_guidance
psoriatic arthritis,apremilast,60,5.08,1239,18,13,29,0.300,patient_reported_not_prescribing_guidance
psoriatic arthritis,otezla,56,5.27,1235,18,12,26,0.321,patient_reported_not_prescribing_guidance
psoriatic arthritis,adalimumab,46,7.59,1351,29,9,8,0.630,patient_reported_not_prescribing_guidance
psoriatic arthritis,humira,46,7.59,1351,29,9,8,0.630,patient_reported_not_prescribing_guidance
psoriatic arthritis,enbrel,25,8.20,627,21,1,3,0.840,patient_reported_not_prescribing_guidance
psoriatic arthritis,etanercept,25,8.20,627,21,1,3,0.840,patient_reported_not_prescribing_guidance
psoriatic arthritis,methotrexate,13,6.31,194,7,3,3,0.538,patient_reported_not_prescribing_guidance
psoriatic arthritis,ustekinumab,12,6.58,188,8,0,4,0.667,patient_reported_not_prescribing_guidance
psoriatic arthritis,stelara,11,7.00,186,8,0,3,0.727,patient_reported_not_prescribing_guidance
psoriatic arthritis,sulfasalazine,11,5.91,329,5,2,4,0.455,patient_reported_not_prescribing_guidance
psoriatic arthritis,infliximab,8,8.75,130,7,0,1,0.875,patient_reported_not_prescribing_guidance
psoriatic arthritis,remicade,8,8.75,130,7,0,1,0.875,patient_reported_not_prescribing_guidance
psoriatic arthritis,golimumab,8,6.00,180,3,3,2,0.375,patient_reported_not_prescribing_guidance
psoriatic arthritis,simponi,8,6.00,180,3,3,2,0.375,patient_reported_not_prescribing_guidance
psoriatic arthritis,cosentyx,8,2.12,79,1,0,7,0.125,patient_reported_not_prescribing_guidance
psoriatic arthritis,secukinumab,8,2.12,79,1,0,7,0.125,patient_reported_not_prescribing_guidance
